id,second_annotator_comment,annotation,aspect_available_without_judgement,text,model,few_shot_condtion,split
eb0abaf7-0511-435d-b9b0-0fd8339594f8,,"('SERVICE', 'NEGATIVE', 'Bedienung')
",,Die Bedienung war sehr langsam und unfreundlich.,Llama70B,random,1
1213306d-6f30-4058-945e-eacaf37cffba,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Wir waren sehr enttäuscht.,Llama70B,random,1
7d4aff18-b8bd-4a9f-bf05-ad5c8171024d,,,,Wir waren mit 6 Personen und hatten unsere Tische im Garten reserviert.,Llama70B,random,1
9eb2e8c5-dcb5-4747-b197-305934e9dbfa,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Wir werden auf jeden Fall wieder kommen.,Llama70B,random,1
205d1e2f-dec2-4eda-9b50-d649ded21649,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,Die Atmosphäre war auch sehr angenehm.,Llama70B,random,1
d84aaaa3-291a-440f-93ab-6b34f5a4b381,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
('FOOD', 'POSITIVE', 'Essen')
",,Die Atmosphäre und das Essen war sehr gut.,Llama70B,random,1
2fe8f0d2-6d98-42ef-aae7-a083ca1f55ae,,"('AMBIENCE', 'NEGATIVE', 'Ambiente')
",,Das Ambiente ist für mich nicht geeignet.,Llama70B,random,1
07823df9-b099-4533-a4be-367651ad86fd,,"('PRICE', 'POSITIVE', 'Preis Leistung')
",,Preis Leistung top.,Llama70B,random,1
541f44ae-4018-4160-8cc6-e9f9be89e728,,"('FOOD', 'POSITIVE', 'Pizza')
",,"Nur die Pizza, welche wir probiert haben, war echt lecker.",Llama70B,random,1
97975485-a561-463c-9da9-b6f50f115879,,"('FOOD', 'POSITIVE', 'Essen')
('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,Wir hatten ein gutes Essen in einer angenehmen Atmosphäre.,Llama70B,random,1
28c19af3-7061-41a3-9edc-e17ea2e78c7d,,"('FOOD', 'POSITIVE', 'Food')
",,Die Food war lecker.,Llama70B,random,1
d6df0d06-7f57-43b0-928c-8ea40fb89af6,,"('FOOD', 'POSITIVE', 'Essen')
",,Das Essen war echt gut.,Llama70B,random,1
47f1d754-9d28-4f11-a75b-d3e27dcc27a0,,"('AMBIENCE', 'POSITIVE', 'Platz')
",,Ein sehr gemütlicher und schöner Platz um die Zeit zu verbringen.,Llama70B,random,1
f8e51cfe-a145-4e6b-aeae-fd04ccb308bd,,"('FOOD', 'NEGATIVE', 'Essen')
('SERVICE', 'POSITIVE', 'Service')
",,"Leider war das Essen nicht so gut wie erwartet, dafür aber der Service.",Llama70B,random,1
fa4136dd-2390-4782-9f73-3e10f72dd72e,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
('FOOD', 'POSITIVE', 'Gerichte')
",,"Das Ambiente ist schön, die Gerichte sind gut.",Llama70B,random,1
b57102de-5e7d-4b1d-b3ea-fe625287b984,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Der Preis ist für die Größe der Portionen allerdings sehr hoch.Dazu war das Essen sehr gut und auch die Getränke waren sehr lecker.,Llama70B,random,1
06940d1b-7f85-478a-9b4a-7828a53da613,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
('SERVICE', 'POSITIVE', 'Personal')
",,"Schöne Atmosphäre, sehr freundliches und zuvorkommendes Personal.",Llama70B,random,1
132fbe29-3035-45b1-bfa0-052920da8357,,"('FOOD', 'POSITIVE', 'Speisen')
",,Die Speisen sind einfach nur lecker.,Llama70B,random,1
ae830f7f-ef5a-4cda-bcfa-7a66429ace24,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,Die Atmosphäre ist sehr schön.,Llama70B,random,1
4c36b83a-01de-485e-8251-d608e182a8bb,,"('FOOD', 'NEGATIVE', 'Speisen')
",,Nur die Speisen waren nicht sehr schmackhaft.,Llama70B,random,1
300b0dd1-452f-4b3a-ae0a-694e25d24f8e,,"('PRICE', 'POSITIVE', 'Preis/Leistungsverhältnis')
",,Für das Preis/Leistungsverhältnis 4 von 5 Sternen.,Llama70B,random,1
23d4803b-f686-4737-aa52-98f9075cb94b,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Alles in allem ein netter Abend.,Llama70B,random,1
65aecb93-354b-45fd-afb9-04ff3596a31a,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
('FOOD', 'POSITIVE', 'Speisen')
('FOOD', 'POSITIVE', 'Fisch')
",,"Das Ambiente ist sehr gemütlich und die Speisen, insbesondere der Fisch, sind wirklich gut.",Llama70B,random,1
5de33dea-efde-4b8d-a93b-66720f0ca0bc,,,✅,Wir waren überrascht von der Preisgestaltung.,Llama70B,random,1
f7c3d068-270c-46e0-a4ff-457c6d65a844,,"('SERVICE', 'POSITIVE', 'Service')
",,Service war gut und schnell.,Llama70B,random,1
c1ccdafb-9dad-4507-952f-e842e19b8180,,"('AMBIENCE', 'POSITIVE', 'Location')
('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
",,"Ein Restaurant mit einer schönen Location, das uns aber nicht überzeugen konnte.",Llama70B,random,1
1343f94a-b154-49c8-b4ea-44c479d03fbb,,"('FOOD', 'NEUTRAL', 'Essen')
",,Aber wir hatten auch schon besseres Essen.,Llama70B,random,1
e15dad71-6827-4553-a616-eb67ae268379,,"('FOOD', 'NEGATIVE', 'Essen')
",,Das Essen war nicht gut.,Llama70B,random,1
b8bbd908-c596-4220-9066-67034a86ae03,,"('PRICE', 'NEGATIVE', 'Tasse Kaffee')
",,Der Preis für eine Tasse Kaffee ist unverschämt.,Llama70B,random,1
def11456-20ac-4858-8dee-10fd9aa9ea93,,"('AMBIENCE', 'NEGATIVE', 'Ambiente')
",,Das Ambiente ist nicht besonders ausgefallen.,Llama70B,random,1
5703fc4a-22ca-4f83-aac7-6e690950f844,,"('FOOD', 'NEGATIVE', 'Portionen')
",,Die Portionen sind klein.,Llama70B,random,1
6a8e8476-0d0c-4308-8874-6455b5166a82,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Wir waren gestern Abend dort und hatten einen tollen Abend.,Llama70B,random,1
076b8b9a-aeff-48e8-bd98-f2e576cab2e7,,"('AMBIENCE', 'NEGATIVE', 'Raum')
",,Leider war der Raum ziemlich leer.,Llama70B,random,1
7d9c02e8-8291-435b-ae1b-91a2e8d3b122,,"('SERVICE', 'POSITIVE', 'Bedienung')
('FOOD', 'POSITIVE', 'Auswahl an Weinen')
",,Eine sehr angenehme Bedienung und eine gute Auswahl an Weinen.,Llama70B,random,1
3835d1ac-0dc1-4458-b4d7-978caf7f01ef,,"('FOOD', 'POSITIVE', 'Essen')
",,Sehr leckeres Essen.,Llama70B,random,1
64ec891e-af85-4544-b041-d7ac63f665fc,,"('PRICE', 'POSITIVE', 'Preisleistung')
",,Für die Preisleistung aber eher zufrieden.,Llama70B,random,1
1e9cd734-54aa-49cb-bf28-a3acd50e7d71,,"('PRICE', 'NEGATIVE', 'Essen')
",,"Für ein Essen, das sich auf der Speisekarte gar nicht so toll ankündigt, ist es aber sehr teuer.",Llama70B,random,1
b372841d-c442-423a-a4c2-da3d57308b96,,"('PRICE', 'NEGATIVE', 'NULL')
('SERVICE', 'NEGATIVE', 'Service')
",,Etwas zu teuer und das Service war nicht so gut.,Llama70B,random,1
dce713ec-5ab4-408a-bf6f-cf41050ad7e9,,"('PRICE', 'NEGATIVE', 'Preis')
",✅,"Wir hatten uns ein Bier bestellt und waren dann schockiert, als der Preis mitgeteilt wurde.",Llama70B,random,1
0c6bfe49-22ba-4fd2-84eb-88dcf9ea9ad6,,"('FOOD', 'NEGATIVE', 'Käsekuchen')
",,Der Käsekuchen war einfach nur schlecht.,Llama70B,random,1
9947724b-ff72-4726-b19e-15c7b407b678,,"('FOOD', 'NEGATIVE', 'Ware')
",,"Wir waren in der Küche und hatten den Eindruck, dass die Ware nicht mehr ganz frisch war.",Llama70B,random,1
d0aecb80-b5e6-4895-bf98-226e9de56fee,,"('SERVICE', 'NEGATIVE', 'Service')
",,Einzig der Service ist nicht so gut wie erhofft.,Llama70B,random,1
7145d13b-3fad-4fef-a006-c6149a93842b,,,✅,Wir bestellten ein Tapas-Menü für 2 Personen.,Llama70B,random,1
3c7f842a-13c6-4e59-a711-193b10e07d8d,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Die Bedienung war sehr freundlich und hilfsbereit.,Llama70B,random,1
688b0811-d415-4167-9e05-cba23e381231,,"('AMBIENCE', 'NEGATIVE', 'Ambiente')
",,Das Ambiente ist nicht so schön.,Llama70B,random,1
8d04fb46-ebb4-480c-a4e6-27528c644205,,"('SERVICE', 'POSITIVE', 'Personal')
",,Das Personal war nett und zuvorkommend.,Llama70B,random,1
7ab1874d-6b0b-4760-bde5-4c4e9807f57c,,"('SERVICE', 'NEUTRAL', 'Service')
",,"Service war gut , aber nicht so besonderes.",Llama70B,random,1
a183b1bd-d1ea-4d9f-bc9c-7556943b55f1,,,✅,"Für die Preise, die man hier zahlt, sollte der Service auch passen.",Llama70B,random,1
ea805440-a058-409d-933e-0745d3df34d7,,"('FOOD', 'NEGATIVE', 'Essen')
('FOOD', 'NEGATIVE', 'Brot')
",,Das Essen war eher schlecht und das Brot zu hart.,Llama70B,random,1
85371874-45a1-430c-9f3c-ac62683f359f,,"('SERVICE', 'POSITIVE', 'Personal')
",,Das Personal war sehr freundlich und hat uns bei der Auswahl geholfen.,Llama70B,random,1
877a1e0d-2e79-4a0b-a94f-d45ae618a153,,"('FOOD', 'POSITIVE', 'Essen')
('SERVICE', 'POSITIVE', 'Personal')
",,"Das Essen war gut, das Personal ist freundlich und zuvorkommend.",Llama70B,random,1
afa2d1c1-d713-49ee-ba4d-3c497e93aada,,"('SERVICE', 'NEGATIVE', 'Bedienung')
('PRICE', 'NEUTRAL', 'Preise')
",,"Die Bedienung war sehr langsam, aber die Preise sind in Ordnung.",Llama70B,random,1
ea4a8ef3-8e76-40e8-95f7-1a5b885bbc62,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Wir kommen gerne wieder.,Llama70B,random,1
e4b1204d-60c8-437c-b9fe-b45f06f10ff1,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
('AMBIENCE', 'NEGATIVE', 'Restaurant')
",,"Das Restaurant ist zwar sehr schön, aber auch sehr laut.",Llama70B,random,1
84e6f8fc-2d79-4c09-b49c-f3484ac9545f,,"('SERVICE', 'NEGATIVE', 'Bedienung')
",,"Die Bedienung war einwandfrei, aber unpersönlich.",Llama70B,random,1
e11ba8b3-73e5-4133-9295-b0be8d3946c4,,"('SERVICE', 'POSITIVE', 'Personal')
",,Das Personal war nett und zuvorkommend.,Llama70B,random,1
db5319ae-8865-4d81-9289-6627d8ce6066,,,✅,Die Atmosphäre ist nicht so wie auf der Website.,Llama70B,random,1
bf661cac-e02a-4483-877a-64450d376f6c,,"('FOOD', 'POSITIVE', 'Essen')
",,Das Essen war wirklich gut.,Llama70B,random,1
ccdedc08-15e7-4a85-9880-0a0d5c49e49d,,"('SERVICE', 'NEGATIVE', 'Service')
",,"Ein Service, der sicherlich nicht den üblichen Ansprüchen entspricht.",Llama70B,random,1
9f395160-5f77-49fc-9072-74193c06ffea,,"('AMBIENCE', 'NEGATIVE', 'Musik')
",,Die Musik war viel zu laut.,Llama70B,random,1
90e90dfa-3df7-46cb-9cd9-964f4c59f4f4,,"('AMBIENCE', 'NEGATIVE', 'Toiletten')
('AMBIENCE', 'NEGATIVE', 'Böden')
",,Die Toiletten sind unsauber und die Böden sind schmutzig.,Llama70B,random,1
5abce939-95d6-4c7a-9385-f1109d2f2b12,,"('FOOD', 'NEUTRAL', 'Essen')
('SERVICE', 'NEGATIVE', 'Personal')
",,Viel zu wenig Personal und das Essen war einfach nur mittelmäßig.,Llama70B,random,1
ef1934bd-e663-41f5-ad73-a455af27ae26,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
('FOOD', 'POSITIVE', 'Essen')
",,Das Ambiente ist schön und das Essen auch gut.,Llama70B,random,1
ad8df18c-e7b4-4aa3-9323-5dfde2d6966a,,,,Mitbringsel inkl.,Llama70B,random,1
534d9d2d-c95d-4005-9150-e9cef49c4223,,"('FOOD', 'NEGATIVE', 'Essen')
",,Das Essen war auch nicht gut.,Llama70B,random,1
f11e8208-b825-4cf1-a630-0199dcad513f,,,✅,Wir hatten uns an einem sehr heißen Tag in das Café zurückgezogen.,Llama70B,random,1
651eb06d-0e7d-4279-8bf1-f9facf72a799,,,✅,Zumindest für die Preisleistung.,Llama70B,random,1
f5e2b810-7617-4ee2-a7f9-a12443f6b830,,"('FOOD', 'POSITIVE', 'Küche')
",,Wir waren in der Küche zufrieden.,Llama70B,random,1
093dd162-056e-42e1-8c6d-a96bad7bd5d4,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
('SERVICE', 'POSITIVE', 'Service')
",,"Wir waren hier, weil es im Service sehr gut lief und auch das Ambiente ist schön.",Llama70B,random,1
282c3844-0b24-4774-be43-7a76087d1028,,"('SERVICE', 'NEGATIVE', 'Bedienung')
",,"Die Bedienung war sehr langsam, weshalb wir uns auch erst nach 1 Stunde an den Tisch setzen konnten.",Llama70B,random,1
146bab58-9839-4df0-9838-88b23efb24ba,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,"Die Bedienung war freundlich und korrekt, aber auch nicht mehr.",Llama70B,random,1
eb666ffb-329e-402a-907d-07e1abb44dbf,,"('AMBIENCE', 'NEGATIVE', 'Atmosphäre')
",,Die Atmosphäre war nicht so angenehm wie im Winter.,Llama70B,random,1
cacb0513-bc27-4d7d-9ef5-e1e1cb7c94e4,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
",,Das Ambiente ist sehr schön.,Llama70B,random,1
a2517523-28e9-4af2-a324-e9f86c5181de,,"('SERVICE', 'NEUTRAL', 'Service')
",,"Der Service war in Ordnung, aber nicht überragend.",Llama70B,random,1
7cde1369-e130-4eaf-a932-deab8ab8d2f1,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
",,Ambiente sehr schön.,Llama70B,random,1
98a23794-3bfa-41c8-8dbf-90501621d293,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
",,Das Ambiente ist sehr gemütlich und entspannt.,Llama70B,random,1
1cfa6c36-0e73-4d13-8147-033cfc51bea5,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
",,Das Ambiente ist sehr schön und ruhig.,Llama70B,random,1
f5ef3388-9aa4-49d9-a6e3-f85693adb604,,"('AMBIENCE', 'NEGATIVE', 'Sitzplatzwahl')
",,"Die Sitzplatzwahl war leider sehr begrenzt, da die Tische sehr eng aneinander standen.",Llama70B,random,1
34e5f294-c68f-4573-9d11-6a6fadf17bfa,,"('AMBIENCE', 'POSITIVE', 'Gemütlichkeit')
",,Einfach Gemütlichkeit.,Llama70B,random,1
ff4e8061-2e62-4ed4-8678-8b25d962b0eb,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
('SERVICE', 'POSITIVE', 'Bedienung')
('FOOD', 'POSITIVE', 'Essen')
",,"Das Ambiente ist schön, die Bedienung freundlich und das Essen lecker.",Llama70B,random,1
4b6ddd6c-37ea-48a4-8d37-2afa3a52fd5e,,"('FOOD', 'NEGATIVE', 'Essen')
('FOOD', 'NEGATIVE', 'Pizza')
",,"Nur das Essen war ein wenig enttäuschend, da die Pizza etwas zu dünn belegt und überdies sehr trocken war.",Llama70B,random,1
53158d85-be42-4b50-85af-b9ad71a65724,,"('FOOD', 'NEGATIVE', 'Essen')
('PRICE', 'NEGATIVE', 'Preise')
",,"Die Preise sind sehr hoch, für das Essen bezahlt man 25 €, und es war nicht einmal so gut.",Llama70B,random,1
c421e716-81a3-4998-8236-f59620761510,,"('FOOD', 'NEGATIVE', 'Pizza')
",,Die Pizza war überbacken und schmeckte nicht.,Llama70B,random,1
8053d6ff-b78a-4377-b347-05250921502d,,"('AMBIENCE', 'POSITIVE', 'NULL')
",,"Man kann sich gut unterhalten, da die Tische nicht dicht beieinander stehen.",Llama70B,random,1
066d6eb7-8c19-4097-8361-cca934b33904,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Die Bedienung war freundlich und zuvorkommend.,Llama70B,random,1
1d917807-c121-4f9d-a208-57cac0553927,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
",,Ein sehr schönes Ambiente in dem man sich wohl fühlt.,Llama70B,random,1
f0ced962-09bd-4103-bc9b-30972102e13c,,"('FOOD', 'NEUTRAL', 'Essen')
",,"Das Essen war gut, aber nicht besonders.",Llama70B,random,1
76ee0127-3a5b-4bab-b03a-ba270d6065c0,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
",,Wir sind sehr zufrieden mit dem Restaurant und werden wieder kommen.,Llama70B,random,1
7801dcb9-d6a3-44f4-a5d2-bdc562830863,,"('SERVICE', 'NEGATIVE', 'Service')
",,Leider war der Service nicht sehr freundlich.,Llama70B,random,1
b6c676b4-222b-46bb-950c-6cca2bfb3a96,,"('SERVICE', 'POSITIVE', 'Service')
('AMBIENCE', 'NEGATIVE', 'Ambiente')
",,"Service war sehr gut, Ambiente eher schlecht.",Llama70B,random,1
ae905e9a-4ec8-4a35-af33-14055c4de8b5,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Wir hatten einen schönen Abend und kommen gerne wieder.,Llama70B,random,1
df5ee711-f5a4-4f7f-b2e6-496afb42db6f,,"('AMBIENCE', 'NEGATIVE', 'Ambiente')
('PRICE', 'NEGATIVE', 'Preise')
",✅,"Ambiente wie in einer Kantine, Preise wie in einem Nobelrestaurant.",Llama70B,random,1
42c2d1e5-afb1-4e82-9061-f96453b21226,,"('FOOD', 'POSITIVE', 'Haloumi')
",,Die Haloumi war lecker.,Llama70B,random,1
d692918e-fc8c-40b3-a5a9-3d259adca5e9,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Die Bedienung war schnell und freundlich.,Llama70B,random,1
42812417-85e9-4f74-b28e-66884b92e0f3,,"('PRICE', 'NEGATIVE', 'Fischgericht')
",✅,"Dieser Preis ist mit 10,50 € für ein Fischgericht viel zu teuer.",Llama70B,random,1
3d5337a5-1650-44f9-ad30-6674187cab43,,,✅,Mit Reservierung.,Llama70B,random,1
e48b9e11-6214-46b1-84f6-1ce4192b6587,,"('FOOD', 'POSITIVE', 'Essen')
",,Es war ein gutes Essen.,Llama70B,random,1
fbd8baad-37de-4be4-a0b1-7e8c4052cff2,,,,Ein gemischter Eindruck bleibt.,Llama70B,random,1
9b741f30-7440-4874-963c-664e55c4d334,,"('AMBIENCE', 'NEGATIVE', 'Ambiente')
",,Auch das Ambiente gefiel uns nicht.,Llama70B,random,1
a6bbaabb-7790-4a4e-af3b-3eac83a09296,,"('PRICE', 'NEGATIVE', 'Preis')
('FOOD', 'NEGATIVE', 'Fisch')
",,"Aber es ist klar, dass man für Fisch und Preis besser anderswo sucht.",Llama70B,random,1
d4f51dcd-54be-4218-9fb7-e64bfe700e80,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Einfach nur super.,Llama70B,random,2
2da4b97d-5fa4-486a-9265-0bf320d84297,,"('AMBIENCE', 'NEGATIVE', 'Atmosphäre')
",,Die Atmosphäre ist sehr laut und die Tische stehen eng beisammen.,Llama70B,random,2
c6f3b41c-6ec6-4c71-95ae-774b10e1cf1c,,"('FOOD', 'POSITIVE', 'Essen')
",,"Das Essen war super, aber es dauerte ungewöhnlich lange bis wir bedient wurden.",Llama70B,random,2
d22fc6f5-f249-4cbe-831e-56854dbe5547,,"('AMBIENCE', 'NEUTRAL', 'Ambiente')
",,Ambiente war okay.,Llama70B,random,2
21adbb74-3040-4e30-a3c9-8a3a711257e2,,,,"Wir waren im Garten sitzen, da war es etwas ruhiger.",Llama70B,random,2
7ed0937a-cf09-48ba-9399-f57cf9c9cf0f,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
('SERVICE', 'NEGATIVE', 'Bedienung')
",,"Ein gutes Restaurant, aber die Bedienung war schlecht.",Llama70B,random,2
73b6531a-4998-4b5b-b0b7-b92590df950e,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Die Bedienung war sehr freundlich und schnell.,Llama70B,random,2
cbbe427d-6968-4dd0-8a91-e8a601e0e4a6,,"('PRICE', 'NEUTRAL', 'Preise')
",,Die Preise sind ok.,Llama70B,random,2
b2591cdc-b67f-480f-b369-56d1d7b20d3a,,"('PRICE', 'POSITIVE', 'Preisleistung')
",,Preisleistung ist gut.,Llama70B,random,2
26f1dc85-993e-4f78-8a88-d30937bf1d62,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'LOC')
",,Auch der LOC ist nicht mehr das was er mal war.,Llama70B,random,2
9a9746d5-2120-48d6-86d1-d4c26683786f,,"('PRICE', 'POSITIVE', 'Preise')
",,"Die Preise sind auch für die LOC-Location, sehr fair.",Llama70B,random,2
b8f3963b-0fba-4194-b789-9499eb2b03fd,,"('FOOD', 'POSITIVE', 'Essen')
",,Das Essen war fantastisch.,Llama70B,random,2
17fc537d-ec3e-4502-a1fc-e92486e1cd38,,"('PRICE', 'POSITIVE', 'Preise')
",,Die Preise sind angemessen.,Llama70B,random,2
ad3a6ed4-93af-4332-aae3-e4d8929c2795,,"('FOOD', 'POSITIVE', 'Essen')
('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,"Das Essen war lecker, die Atmosphäre ist gemütlich.",Llama70B,random,2
cf3bc10f-fa58-4ed3-862f-3429940d0bba,,"('FOOD', 'POSITIVE', 'Essen')
('PRICE', 'POSITIVE', 'Preise')
",,"Das Essen war lecker, aber die Preise sind zu hoch.",Llama70B,random,2
c852d6ca-5734-495a-be75-7cb45be1b0e0,,"('SERVICE', 'POSITIVE', 'Mitarbeiter')
",,Die Mitarbeiter sind sehr freundlich und hilfsbereit.,Llama70B,random,2
1c0f455f-c6b8-406b-98bf-d04e9fe67b60,,,✅,"Selbst wenn man bedenkt, dass es sich um eine Drei-Sterne-Küche handelt.",Llama70B,random,2
75d548eb-2fa1-49d3-970e-cacc753be1fd,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Leider schlechte Erfahrungen gemacht!,Llama70B,random,2
e76f70dd-05bd-415e-a14d-1021690da7dc,,"('FOOD', 'POSITIVE', 'Essen')
",,Das Essen war sehr gut.,Llama70B,random,2
af1d390b-f923-4d7d-bc7c-9f789696dcdf,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
",,Ein schönes Ambiente.,Llama70B,random,2
05f0b179-9d36-4dfa-85b7-c7b9ae2c28e5,,"('PRICE', 'NEUTRAL', 'Kaffee mit Eiscreme')
",,"Einen Kaffee mit Eiscreme für 4,50 Euro zu bezahlen ist in Ordnung.",Llama70B,random,2
134e92cb-88f1-42ec-b062-68bbbf38faff,,"('SERVICE', 'NEUTRAL', 'Service')
",,"Der Service ist nicht so schlecht, aber auch nicht gut.",Llama70B,random,2
3a3b59c5-fa8e-4b58-b02b-9bedffd066e4,,"('FOOD', 'POSITIVE', 'Essen')
('PRICE', 'NEUTRAL', 'Preis')
",,Das Essen ist sehr gut und der Preis angemessen.,Llama70B,random,2
3a1a8fc0-4447-4374-82a1-5c35eacde9b3,,"('SERVICE', 'NEGATIVE', 'Bedienung')
",,Bei der Bedienung könnte man sich wohl etwas mehr Mühe geben.,Llama70B,random,2
684ae47b-dbbe-4506-9779-6dbbea496014,,"('FOOD', 'NEUTRAL', 'Essen')
",,"Das Essen war auch gut, allerdings nichts Besonderes.",Llama70B,random,2
05496162-5864-42e7-ab0d-5f8e48f8d514,,"('PRICE', 'POSITIVE', 'Preis/Leistung')
",,Preis/Leistung stimmt.,Llama70B,random,2
bcfcdd29-575f-4b07-abae-d05f28c1d6a9,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
('FOOD', 'POSITIVE', 'Gerichten')
",,Ein schöner Abend mit tollen Gerichten.,Llama70B,random,2
04b2a63c-2a0d-4b61-b701-4e83256ab670,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
",,Wir waren gestern Abend zu viert dort und fanden das Ambiente sehr schön.,Llama70B,random,2
aabebdf9-2524-41de-8d40-1ad087c8cb75,,"('FOOD', 'POSITIVE', 'Essen')
",,"Das Lokal ist sehr klein, man sitzt eng beisammen, aber das Essen war gut.",Llama70B,random,2
1256e2e9-5c0a-4c47-9077-81b3339dfb91,,"('SERVICE', 'POSITIVE', 'Servicepersonal')
",,Das Servicepersonal war freundlich und hilfsbereit.,Llama70B,random,2
122b93cc-6891-4b36-9e10-8027935becb6,,"('SERVICE', 'POSITIVE', 'Service-Niveau')
",,Überhaupt hat sich das Service-Niveau verbessert.,Llama70B,random,2
3b9732a4-8650-441b-8918-da53678eea52,,"('PRICE', 'NEGATIVE', 'Preise')
",,Die Preise sind sehr hoch.,Llama70B,random,2
d712498f-4915-488f-a8d5-9fcee483c1ec,,"('PRICE', 'NEGATIVE', 'Preise')
",,Die Preise sind überteuert.,Llama70B,random,2
957180cb-1114-4f5a-8c1d-87d3b22c6f56,,"('FOOD', 'POSITIVE', 'Gerichte')
('SERVICE', 'POSITIVE', 'Leuten')
",,"Zu der Zeit war es noch nicht so ausgefallen, aber Gerichte waren lecker und serviert wurden sie von sehr freundlichen Leuten.",Llama70B,random,2
d605afd9-9850-4e5e-9878-471477cd3043,,"('SERVICE', 'POSITIVE', 'Service')
",,Der Service war gut.,Llama70B,random,2
b3b49472-54f9-4388-a6bc-73337a902f0d,,"('FOOD', 'POSITIVE', 'Essen')
",,Das Essen war lecker.,Llama70B,random,2
57383db8-5bec-484c-8708-e49fededdef9,,"('PRICE', 'NEUTRAL', 'Tasse')
",,"Auch der Preis, 2,40 € pro Tasse war in Ordnung.",Llama70B,random,2
9455bf2a-d4b3-4d39-94d5-3f05e3cc6c7f,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
('SERVICE', 'POSITIVE', 'Personal')
('PRICE', 'NEUTRAL', 'Preis/Leistung')
",,"Großartige Atmosphäre, sehr freundliches Personal und Preis/Leistung OK.",Llama70B,random,2
e8946e1f-ff74-461c-b743-0a85dc6e2912,,"('PRICE', 'NEGATIVE', 'Preise')
",,Die Preise sind sehr hoch.,Llama70B,random,2
4fc0a85d-c489-4771-af61-51ba89b36281,,"('SERVICE', 'POSITIVE', 'Bedienung')
('FOOD', 'NEGATIVE', 'Essens')
",,"Wir waren mit der Bedienung sehr zufrieden, aber nicht so sehr von der Qualität des Essens, das wir bestellt hatten.",Llama70B,random,2
51877f69-4861-454c-ae7b-9ab0b6cc8602,,"('AMBIENCE', 'NEGATIVE', 'Atmosphäre')
",,Die Atmosphäre ist aber auch nicht so toll.,Llama70B,random,2
2ea0f405-8e50-4e60-a5f2-e69b93c1408c,,"('PRICE', 'NEGATIVE', 'NULL')
('SERVICE', 'NEGATIVE', 'NULL')
('SERVICE', 'NEGATIVE', 'NULL')
",,"Zu teuer, zu langsam, zu unfreundlich.",Llama70B,random,2
18efc2bf-d966-4539-a616-357a5536ad1f,,"('SERVICE', 'POSITIVE', 'Service')
",,Herzlicher und freundlicher Service.,Llama70B,random,2
67a4a400-5894-473c-aad9-51ff1522141b,,,✅,"Wir haben uns für 27,50 Euro satt gegessen.",Llama70B,random,2
5887675f-768a-4e55-8b11-977412fb1a68,,"('SERVICE', 'POSITIVE', 'Bedienung')
('AMBIENCE', 'POSITIVE', 'Ambiente')
",,Immerhin war die Bedienung freundlich und das Ambiente ist schön.,Llama70B,random,2
1e32508d-251b-4d3a-98d8-f6f5d904aab2,,"('PRICE', 'NEUTRAL', 'Preis')
",,Der Preis ist ok.,Llama70B,random,2
